comment,cleaned_comment
Thank you so much for this incredible explanation of CRISPR Cas9! I am working on my capstone and am considering this topic as well as the Connectome.,thank much incredible explanation crispr ca working capstone considering topic well connectome
This is so complicated good thing I didn't study molecular bio,complicated good thing didnt study molecular bio
have u seen Kurzgesaget,u seen kurzgesaget
who else thinks this is bullshit made up to take you're money? only 1 human trail.. and they claim to have thousands of plant and animal trails. that were successful.. I call bullshit..,else think bullshit made take youre money human trail claim thousand plant animal trail successful call bullshit
"it's not clear from video if crispr can live outside the cell. 
Can you make some parasitic or viral host for it to transfer to living multicelled organisms?
How do you prevent gRNA to mutate on it's own?",clear video crispr live outside cell make parasitic viral host transfer living multicelled organism prevent grna mutate
Thank you so much! this video is very helpful!,thank much video helpful
Thanks!!! You explain it on the perfet level!,thanks explain perfet level
Thank you so much! I finally properly understand it :) exam tomorrow...,thank much finally properly understand exam tomorrow
Thankyou Paul - Nottingham Plant Scientists,thankyou paul nottingham plant scientist
I absolutely love you. You have saved me from a huge fail in my final exam in a few hours.,absolutely love saved huge fail final exam hour
This video is really helpful! It explicitly and clearly introduce the most fundamentals and core stuff of CRISPR-CAS9,video really helpful explicitly clearly introduce fundamental core stuff crisprcas
Thanks for the clear and great explanation!,thanks clear great explanation
You made it so easy to understand . Thank you so much,made easy understand thank much
great video!!!! congratulations!!!,great video congratulation
Excellent,excellent
u've always managed to make me understand everything so easily and so quickly somehow. Im grateful!! thanks,uve always managed make understand everything easily quickly somehow im grateful thanks
that was tremendously helpful! thanks so much :),tremendously helpful thanks much
"Paul you not only knocked the ball outa the park, but outa the state! Great presentation, thank you!",paul knocked ball outa park outa state great presentation thank
Amazing! I've been reading articles about how it works. It has been confusing to wrap my head around but your video was much help!,amazing ive reading article work confusing wrap head around video much help
"I'm in yr.7 and I'm watching this. I don't know wether to think this is a a great discovery, or something terrible... when you think about it, it could be a great genetic modifier, or (with practice) it could be changed into a weapon, similar to FEV (forced evolutionary virus) from Fallout 4 (I watched a video explaining the science by Shoodycast) but either way, this is incredibly fascinating... if only I could tell my friends about it, they wouldn't understand it unfortunately.",im yr im watching dont know wether think great discovery something terrible think could great genetic modifier practice could changed weapon similar fev forced evolutionary virus fallout watched video explaining science shoodycast either way incredibly fascinating could tell friend wouldnt understand unfortunately
"""I haven't been able to find any videos out there that tell what CRISPR is. They tend to be too complex, or too simple."" *Goes on to make a complex video about what CRISPR is.",havent able find video tell crispr tend complex simple go make complex video crispr
yes it was helpful. very helpful. please replace my teacher,yes helpful helpful please replace teacher
"I'm an Undergraduate student in Biochemistry, taking a graduate biotech class, and this is honestly more helpful and time efficient than going through the book or notes.  Thanks again, I've been watching your videos since high school Bio about 4 years ago.",im undergraduate student biochemistry taking graduate biotech class honestly helpful time efficient going book note thanks ive watching video since high school bio year ago
