cleaned_comment,sentiment_score,sentiment
enjoyed one two takeaway edge knowledge lie madness theory explain unknown fun hard find arent looking watched basketball v gorilla vid people dont see gorilla counting basketball dribble wknder else also reminds abstract geometry class instructor said dotprove exists line intersects uhdudewhat f,0.5106,positive
viewed,0.0,neutral
simplest explanation likely correct one occam razor,0.0,neutral
black hole idk lol,0.34,positive
getting excited nothing sunspot,0.34,positive
trillion galaxy tedtalks find mysterious star universe yawn,0.0,neutral
galactic civilisation wich drain energy star,0.2732,positive
introduce possibility intelligent lifeforms intervening fate,0.4588,positive
dont ask area,0.0,neutral
also cant alien ship destroying planet natural universe created,0.7524,positive
think smooth spinning hemispherical cylinder shaped object could produce result,0.0,neutral
couldnt star orbiting black hole big enough block absorb light long star behind hole even front absorbing light,-0.4404,negative
ted seems lost,-0.3182,negative
video might less boring spiked hair said alien,-0.2516,negative
weak ending bad,-0.7506,negative
final history book written human civilization sadly document spent billion studying celestial body well never get brother sister starved death street even figured travel twice speed light wont found way survive long period space cant wed still hope get billion year give let solve problem first anyone debating watched much star trek star war fiction fact,-0.9469,negative
another confabulation need funding good try,0.4404,positive
probably dust,0.0,neutral
amazing people youtube grasp amazing ness discovery ive read comment saying oh collision planet oh debris explains cant collision debris people say oh comet explains comet scientist talking scientist poured data agreed planet debris comet youtube commenters think know hundred scientist access data introduced idea kepler alien civilization requirement idea dyson sphere people took ran say observe heat cant dyson sphere said observed space battle said bringing alien whole point end could natural phenomenon could alien betting natural phenomenon fact explain go show dipshit average youtuber cant people enjoy goddamn video im always watching scientist speculating string theory creature dimension everyone understands speculative one chick get video grrrr come hater,0.3666,positive
alien like xenomorphs predator let hope alien like u let hope peaceful benign warlike enough keep u pesky human place,0.9201,positive
send,0.0,neutral
lady impossibly ugly,-0.5106,negative
probably dyson sphere dont let know theyll probably take resource leave earth die u trapped,-0.8176,negative
great video interesting thanks,0.8658,positive
agree indeed artificial still start system light year earth imagine ever meet current technology interstellar travel,0.3612,positive
next life im going capture everyones imagination observation star starlife,0.0,neutral
universe stupid fucking headline ted idea big fucking universe,-0.5267,negative
goodnessakes cant even get right earth look anything else dumbass people,-0.5574,negative
wonder people took trig geometry school cant tell size planet without knowing far away star double distance quadruple area blocked also placing much value photon eg assuming path unaltered thousand million year old nonsense get people fing love science dont understand,0.4215,positive
data good though,0.4404,positive
one thing clear human dont understand anything propose theory hypothesis universe adamant knowledge physic,0.3818,positive
many large planet explains,0.0,neutral
forgot one goofy idea planet harvester plan harvester would freaking huge race alien lol would able build planet harvester would move,0.3182,positive
correct im wrong could anomaly observation occur due large heavenly body orbiting star huge distance relative normal orbital distance would imply planet would appear large appear block lot light plus would far away thus orbit slowly resulting observed prolonged period dimness,0.0772,positive
